gameDate
20221126
20230119
20221126
20240403
20220227
20230314
20221212
20220429
20221107
20221128
20240418
20240102
20231206
20220422
20240125
20220407
20221213
20221207
20240123
20240102
20221123
20221108
20230314
20220301
20230314
20230223
20231122
20240313
20231206
20220305
20231111
20220103
20230309
20221212
20240213
20230325
20231019
20240415
20231228
20240324
20230117
20211201
20230314
20240125
20221018
20231206
20231024
20220403
20220101
20221022
20240310
20211214
20230113
20230105
20221215
20231120
20220120
20220422
20211120
20220209
20211112
20240321
20240206
20231109
20240123
20240324
20211120
20231124
20240307
20240109
20230328
20220226
20231122
20220416
20231026
20240127
20240418
20220309
20221107
20211114
20231230
20220131
20240309
20220424
20231120
20221026
20230125
20220328
20231219
20220428
20231029
20231230
20220220
20230212
20211123
20211231
20231222
20211123
20240210
20231120
